time,HEADWATER,TAILWATER,GAGE_1
361.7236952619,-1413.7,-996.29,2878.2
361.7236952620,-1413.7,-996.29,2878.2
361.7236952621,-1413.7,-996.29,2878.2
361.7236952622,-1413.7,-996.29,2878.2
361.7236952624,-1413.7,-996.29,2878.2
361.7236952625,-1413.7,-996.29,2878.2
361.7236952626,-1413.7,-996.29,2878.2
361.7236952627,-1413.7,-996.29,2878.2
361.7236952629,-1413.7,-996.29,2878.2
361.7236952630,-1413.7,-996.29,2878.2
361.7236952632,-1413.7,-996.29,2878.2
361.7236952633,-1413.7,-996.29,2878.2
361.7236952634,-1413.7,-996.29,2878.2
361.7236952635,-1413.7,-996.29,2878.2
361.7236952636,-1413.7,-996.29,2878.2
361.7236952638,-1413.7,-996.29,2878.2
361.7236952642,-1413.7,-996.29,2878.2
361.7236952644,-1413.7,-996.29,2878.2
361.7236952645,-1413.7,-996.29,2878.2
361.7236952647,-1413.7,-996.29,2878.2
361.7236952648,-1413.7,-996.29,2878.2
361.7236952650,-1413.7,-996.29,2878.2
361.7236952651,-1413.7,-996.29,2878.2
361.7236952652,-1413.7,-996.29,2878.2
361.7236952654,-1413.7,-996.29,2878.2
361.7236952658,-1413.7,-996.29,2878.2
361.7236952666,-1413.7,-996.29,2878.2
361.7236952670,-1413.7,-996.29,2878.2
361.7236952671,-1413.7,-996.29,2878.2
361.7236952672,-1413.7,-996.29,2878.2
361.7236952673,-1413.7,-996.29,2878.2
361.7236952674,-1413.7,-996.29,2878.2
361.7236952675,-1413.7,-996.29,2878.2
361.7236952677,-1413.7,-996.29,2878.2
361.7236952681,-1413.7,-996.29,2878.2
361.7236952683,-1413.7,-996.29,2878.2
361.7236952684,-1413.7,-996.29,2878.2
361.7236952685,-1413.7,-996.29,2878.2
361.7236952687,-1413.7,-996.29,2878.2
361.7236952688,-1413.7,-996.29,2878.2
361.7236952689,-1413.7,-996.29,2878.2
361.7236952691,-1413.7,-996.29,2878.2
361.7236952692,-1413.7,-996.29,2878.2
361.7236952693,-1413.7,-996.29,2878.2
361.7236952695,-1413.7,-996.29,2878.2
361.7236952696,-1413.7,-996.29,2878.2
361.7236952698,-1413.7,-996.29,2878.2
361.7236952702,-1413.7,-996.29,2878.2
361.7236952703,-1413.7,-996.29,2878.2
361.7236952704,-1413.7,-996.29,2878.2
361.7236952705,-1413.7,-996.29,2878.2
